task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Respond to questions from patrons, and provide information about animals, such as behavior, habitat, breeding habits, or facility activities.",0.7273000000000001,0.0335,0.0526,0.16269999999999998,0.0144,0.0096,0.0
Respond to requests for assistance during emergencies or crises.,0.3333,0.22219999999999998,0.0556,0.3889,0.0,0.0,0.0
Respond to requests for information about employers' activities or status.,0.8049,0.0732,0.0,0.09759999999999999,0.0,0.024399999999999998,0.0
Respond to requests for information from the media or designate an appropriate spokesperson or information source.,0.5294,0.0,0.4118,0.0588,0.0,0.0,0.0
"Respond to user email inquiries, or set up automated systems to send responses.",0.8951,0.0404,0.0042,0.033,0.025,0.0023,0.0
"Retrieve electronic assets from repository for distribution to users, collecting and returning to repository, if necessary.",0.8961,0.0341,0.0092,0.0451,0.0125,0.003,0.0
"Review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products.",0.8,0.0909,0.0364,0.0727,0.0,0.0,0.0
"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",0.8848,0.005699999999999999,0.0011,0.0115,0.0026,0.0944,0.0
"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",0.6486,0.2838,0.013500000000000002,0.0068000000000000005,0.0405,0.0068000000000000005,0.0
Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,0.8732,0.08449999999999999,0.0282,0.0141,0.0,0.0,0.0
"Review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpret their meaning and determine their impact.",0.9531000000000001,0.0022,0.0059,0.0028000000000000004,0.0049,0.031200000000000002,0.0
"Review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed.",0.8761,0.0548,0.0288,0.0,0.0375,0.0029,0.0
Review and detail shop drawings for construction plans.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Review and edit standard operating procedures.,0.75,0.0,0.05,0.1,0.1,0.0,0.0
"Review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology.",0.9487000000000001,0.0,0.0,0.0256,0.0256,0.0,0.0
"Review and evaluate data on documents, such as claim applications, birth or death certificates, or physician or employer records.",0.9892,0.0,0.0,0.0054,0.0,0.0054,0.0
"Review and evaluate new and current programs to determine their efficiency, effectiveness, and compliance with state, local, and federal regulations and recommend any necessary modifications.",0.8737,0.0089,0.0018,0.028399999999999998,0.0052,0.08199999999999999,0.0
"Review and evaluate requests from engineers, managers, and technicians for system modifications.",0.8961,0.013000000000000001,0.0,0.013000000000000001,0.0,0.0779,0.0
Review and update credit and loan files.,0.8787999999999999,0.060599999999999994,0.0,0.0,0.0,0.060599999999999994,0.0
Review and update standard operating procedures or quality assurance manuals.,0.7619,0.11900000000000001,0.0,0.023799999999999998,0.09519999999999999,0.0,0.0
Review audit reports of internal and external auditors to monitor adequacy of scope of reports or to discover specific weaknesses in internal routines.,0.825,0.025,0.0,0.15,0.0,0.0,0.0
Review billing for accuracy.,0.9706999999999999,0.0084,0.0,0.0,0.0084,0.0126,0.0
Review books and journal articles for potential publication.,0.9054000000000001,0.0045000000000000005,0.009000000000000001,0.0,0.0,0.08109999999999999,0.0
"Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.",0.9147,0.0276,0.0023,0.0484,0.0,0.0069,0.0
"Review civil design, engineering, or construction technical documentation to ensure compliance with applicable government or industrial codes, standards, requirements, or regulations.",0.9217,0.019299999999999998,0.001,0.001,0.0102,0.0467,0.0
"Review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",0.44049999999999995,0.2262,0.23809999999999998,0.0,0.0,0.09519999999999999,0.0
"Review commercial vehicle logs, shipping papers, or driver and equipment records to detect any problems or to ensure compliance with regulations.",0.9309999999999999,0.0345,0.0,0.0,0.0,0.0345,0.0
Review compiled data on operating costs and revenues to set rates.,0.8948,0.0454,0.008199999999999999,0.0062,0.0351,0.0103,0.0
"Review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief.",0.9046,0.0066,0.0,0.0033,0.0066,0.0789,0.0
Review computer-processed digital images for quality.,0.9608,0.0196,0.0,0.0,0.0,0.0196,0.0
Review contents of written orders to ensure adherence to legal requirements.,0.8649,0.0062,0.0014000000000000002,0.018799999999999997,0.0018,0.1069,0.0
"Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.",0.9588,0.0103,0.0103,0.0206,0.0,0.0,0.0
Review data from contract laboratories to ensure accuracy and regulatory compliance.,0.6667000000000001,0.0417,0.0,0.0417,0.0417,0.20829999999999999,0.0
"Review design drawings or technical documents for completeness, correctness, or appropriateness.",0.8824,0.0168,0.0,0.0084,0.0,0.0924,0.0
Review dockets of pending litigation to ensure adequate progress.,0.9512,0.0,0.0,0.0,0.0,0.048799999999999996,0.0
Review documents written by others.,0.7273000000000001,0.008199999999999999,0.0014000000000000002,0.0203,0.0146,0.22820000000000001,0.0
Review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.,0.7619,0.047599999999999996,0.0,0.0,0.0,0.1905,0.0
Review employment applications and job orders to match applicants with job requirements.,0.8809999999999999,0.09519999999999999,0.0,0.0,0.023799999999999998,0.0,0.0
"Review environmental, historical, or technical reports and publications for accuracy.",0.6957,0.0,0.0,0.0,0.0,0.3043,0.0
"Review existing or incoming data for currency, accuracy, usefulness, quality, or completeness of documentation.",0.9470999999999999,0.0044,0.001,0.0242,0.0019,0.0215,0.0
"Review existing standards, controls, or equipment used, recommending changes or upgrades as needed.",0.7023999999999999,0.10710000000000001,0.035699999999999996,0.023799999999999998,0.09519999999999999,0.035699999999999996,0.0
"Review files, records, and other documents to obtain information to respond to requests.",0.8562000000000001,0.0418,0.0387,0.03,0.0233,0.01,0.0
"Review financial statements, sales or activity reports, or other performance data to identify opportunities for cost reductions or service improvements.",0.9416,0.0405,0.002,0.0046,0.0092,0.002,0.0
"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",0.893,0.0934,0.0009,0.0034000000000000002,0.0077,0.0017000000000000001,0.0
Review forensic analysts' reports for technical merit.,0.8306,0.0022,0.003,0.0074,0.0007000000000000001,0.156,0.0
Review illustrative material to determine if it conforms to standards and specifications.,0.9503,0.0055000000000000005,0.0055000000000000005,0.0,0.0331,0.0055000000000000005,0.0
"Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary.",0.9434,0.0,0.0,0.0,0.0377,0.0189,0.0
"Review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",0.6988,0.0,0.0039000000000000003,0.0,0.0347,0.2625,0.0
"Review invoices, work orders, consumption reports, or demand forecasts to estimate peak performance periods and to issue work assignments.",0.9712000000000001,0.0192,0.0,0.0024,0.0072,0.0,0.0
Review legal publications and perform database searches to identify laws and court decisions relevant to pending cases.,0.7909999999999999,0.038900000000000004,0.0697,0.008199999999999999,0.0779,0.0143,0.0
Review loss prevention exception reports and cash discrepancies to ensure adherence to guidelines.,0.9015000000000001,0.0758,0.0,0.0,0.0,0.0227,0.0
Review manuscripts for publication in books and professional journals.,0.7924,0.0066,0.0017000000000000001,0.005,0.0216,0.1728,0.0
Review offering documents or marketing materials to ensure regulatory compliance.,0.8077,0.0,0.0,0.0,0.0,0.1923,0.0
Review operational records and reports to project sales and determine profitability.,0.9449,0.0203,0.0017000000000000001,0.0075,0.0184,0.0072,0.0
"Review or approve designs, calculations, or cost estimates.",0.7203,0.046,0.0115,0.0,0.0345,0.1877,0.0
"Review or update Web page content or links in a timely manner, using appropriate tools.",0.7306,0.1215,0.002,0.011899999999999999,0.1336,0.0005,0.0
Review papers for colleagues and scientific journals.,0.8105,0.0054,0.0044,0.0,0.012,0.1678,0.0
Review papers for publication in journals.,0.8865999999999999,0.0087,0.0,0.0029,0.0233,0.0785,0.0
Review physician's referral and patient's medical records to help determine diagnosis and physical therapy treatment required.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Review plans and confer with research or support staff to develop new products or processes.,0.47369999999999995,0.10529999999999999,0.0526,0.0526,0.31579999999999997,0.0,0.0
"Review processing schedules or production orders to make decisions concerning inventory requirements, staffing requirements, work procedures, or duty assignments, considering budgetary limitations and time constraints.",0.8905,0.09539999999999998,0.0,0.0096,0.0034999999999999996,0.0009,0.0
Review product designs for manufacturability or completeness.,0.8548,0.024900000000000002,0.0040999999999999995,0.0,0.0373,0.0788,0.0
"Review product promotional materials, labeling, batch records, specification sheets, or test methods for compliance with applicable regulations and policies.",0.9333,0.0027,0.0027,0.0,0.0027,0.0587,0.0
"Review project activities and prepare and review research, testing, or operational reports.",0.9701000000000001,0.0129,0.0007000000000000001,0.0108,0.0034000000000000002,0.0021,0.0
"Review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",0.6364,0.0455,0.0227,0.0227,0.0909,0.1818,0.0
Review purchase order claims and contracts for conformance to company policy.,0.9405,0.0317,0.0,0.0079,0.0079,0.011899999999999999,0.0
Review quality documentation necessary for regulatory submissions and inspections.,0.866,0.0067,0.0007000000000000001,0.0115,0.0016,0.11349999999999999,0.0
"Review records or reports for clarity and completeness and maintain records or reports, as required under federal law.",0.9174,0.005,0.0009,0.0213,0.0018,0.0535,0.0
"Review records or reports pertaining to activities such as production, payroll, or shipping to verify details, monitor work activities, or evaluate performance.",0.8837,0.0279,0.0,0.004699999999999999,0.009300000000000001,0.07440000000000001,0.0
Review reports of securities transactions or price lists to analyze market conditions.,0.9776,0.0115,0.0011,0.0016,0.0049,0.0033,0.0
Review reports submitted by staff members to recommend approval or to suggest changes.,0.9736,0.0069,0.0008,0.0084,0.0008,0.0096,0.0
"Review rough sketches, drawings, specifications, and other engineering data to ensure that they conform to design concepts.",0.8695999999999999,0.028999999999999998,0.0024,0.0169,0.0217,0.0604,0.0
Review security assessments for computing environments or check for compliance with cybersecurity standards and regulations.,0.9029,0.0146,0.0049,0.0291,0.0,0.048499999999999995,0.0
Review sets of photographs to select the best work.,0.9129999999999999,0.0217,0.0,0.0,0.0652,0.0,0.0
